id,title,description_snippet,source_name,published_at,query_player,primary_label,secondary_labels,confidence_score,confidence_note,detected_players,is_lotte_related,event_summary,key_players,lotte_stance,player_stance,game_ref,game_context
2807,"'롯데 최초-최다' 투수진 모두의 멘토, 울림을 준 147km…'구스타'의 야...",구승민은 롯데 구단 최초 100홀드를 돌파했고 현재 122홀드로 구단 최다 홀드 기록을 이어가고 있다. 구승민은 2020년부터 2023년까지는 4년 연속 20홀드를 기록했다. 구승민을 포함해 KBO리그에서 단 2명 밖에 없는...,www.osen.co.kr,2026-05-07T08:41:00,구승민,PERFORMANCE_ANALYSIS,,0.9,,구승민,True,구승민이 롯데 구단 최초 100홀드를 돌파하며 기록을 세웠다.,구승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2808,불씨 남은 담배꽁초 때문에...KBO '경기 중단' 사태,"롯데가 6-1로 앞선 7회초, 선두타자 빅터 레이예스가 2루타로 추가 득점 기회를 만든 상황에서 김갑수 주심이 경기 중단을 선언했다. 구장 외부에서 발생한 화재 연기가 그라운드 안까지 유입됐기 때문이다. 연기가 1루...",www.ytn.co.kr,2026-05-07T08:35:00,레이예스,MATCH_RELATED,,0.9,,레이예스,True,경기 중단 사태가 발생했지만 롯데는 6-1로 앞서고 있었다.,레이예스,positive,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2809,"""롯데 좋은 흐름 타고 있어""…3G 연속 QS 비슬리, 거인 '뉴 에이스' 꿰찼...",최원준의 강한 내야 땅볼 타구에 롯데 2루수 고승민이 바운드를 맞추지 못하면서 실책이 나왔다. 3루 주자 김민혁의 득점으로 KT에 선취점을 내줬다. 하지만 비슬리는 쉽게 무너지지 않았다. 1회말을 추가 실점 없이...,www.xportsnews.com,2026-05-07T08:20:00,고승민,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,고승민;비슬리,True,롯데가 KT를 상대로 8-1로 승리하며 좋은 흐름을 이어갔다.,고승민,positive,negative,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2810,"롯데 클린업 타선, 민망합니다","고승민은 6번타자 겸 2루수로 선발 출전해 2타수 1안타 1볼넷에 1점을 기록했고, 나승엽은 대타로 타석을 밟고 1루수 미트도 끼면서 2타수 2안타 1타점을 올렸다. 롯데 벤치는 이번주를 보내면서 가장 적합한 중심타선...",sports.khan.co.kr,2026-05-07T08:01:00,고승민,PERFORMANCE_ANALYSIS,,0.9,,고승민;나승엽,True,롯데의 고승민이 1안타 1볼넷으로 활약했지만 클린업 타선은 아쉬웠다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2811,"타격감 절정! 30경기 빠졌던 선수 맞나…고승민 또 약속했다 ""선수 이전...","롯데 팬들은 고승민이 복귀하는 날부터 목청껏 응원가를 불러줬다. 고승민도 당연히 느꼈다. 그는 ""원정 경기에 찾아와 주신 팬분들께 감사하고 다시 죄송하단 말씀을 드리고 싶다. 다시 한번 야구 선수 이전에, 좋은...",www.spotvnews.co.kr,2026-05-07T08:00:00,고승민,INJURY_ROSTER,,1.0,,고승민,True,고승민이 팬들의 응원에 감사하며 복귀 후 좋은 모습을 다짐했다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2812,'시속 184.2km 총알 홈런'…LG 선두 추격,롯데는 도박장 출입 징계를 마치고 돌아온 고승민과 나승엽이 4안타 5타점을 합작해 선두 KT에 8대 1 완승을 거뒀습니다. SSG는 9회 말 터진 정준재의 끝내기 안타에 힘입어 NC를 7대 6으로 눌렀습니다. (영상편집...,news.sbs.co.kr,2026-05-07T07:59:00,고승민,MATCH_RELATED,,0.9,,고승민;나승엽,True,롯데가 KT를 8-1로 이기며 고승민과 나승엽이 활약했다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2813,[굿모닝위즈·33] ‘부실이’ 말고 ‘복실이’로 돌아와,롯데 8 : 1 kt (보쉴리 패) / 5.6(수) 수원 마운드의 팀 kt wiz가 마운드에서 완패를 당하며 자존심을 구겼다. 한 달 전까지 ‘미스터 제로’로 군림했던 보쉴리는 이름이 비슷한 비슬리와의 선발 대결에서 판정패했다....,www.kyeongin.com,2026-05-07T07:58:00,비슬리,MATCH_RELATED,,0.9,,비슬리,True,롯데가 KT를 상대로 8-1로 승리하며 비슬리가 패배했다.,비슬리,positive,negative,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2814,"김태형 감독도 반긴 '불펜 마당쇠' 정현수 반등...""중요한 순간에 다시...","정현수는 롯데에 귀한 좌완 투수다. 지난 시즌은 KBO리그 전체 투수 중 가장 많은 경기(82)에 등판했다. 좌타자 상대 스페셜리스트였고, 상황에 따라 1이닝 이상 소화하며 불펜 소모를 막았다. 가장 헌신한 불펜 투수였다....",isplus.com,2026-05-07T07:52:00,정현수,PERFORMANCE_ANALYSIS,,0.9,,정현수,True,정현수가 롯데의 중요한 불펜 투수로서 반등을 기대하고 있다.,정현수,positive,positive,False,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2815,"""응원가 안 불러주실 줄 알았는데…"" 돌아온 탕아 나승엽, 롯데 팬 사랑...","30경기 출장 정지 징계를 마치고 돌아온 나승엽(롯데 자이언츠)이 팬들의 사랑 덕분에 맹타를 휘둘렀다.... KBO 조사 결과 1회 출입한 것으로 밝혀져 고승민, 김세민과 함께 30경기 출장 정지 징계를 받았다. 3회 출입한...",www.mydaily.co.kr,2026-05-07T07:41:00,고승민,MATCH_RELATED,INTERVIEW,0.9,,고승민;김세민;나승엽,True,나승엽이 팬들의 사랑 덕분에 복귀 후 좋은 성적을 내고 있다.,고승민,positive,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2816,"류현진의 존재 이유, 한화의 구세주","롯데 자이언츠는 나승엽의 3타점 활약을 앞세워 kt 위즈를 8-1로 대파했다. '디펜딩 챔피언' LG 트윈스는 두산 베어스를 6-1로 제압했고, 삼성 라이온즈는 키움에 2-1 승리를 챙겼다. 뉴데일리 최용재",www.newdaily.co.kr,2026-05-07T07:36:00,나승엽,MATCH_RELATED,,0.9,,나승엽,True,롯데가 나승엽의 활약으로 KT를 8-1로 대파했다.,나승엽,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2817,"‘야유 없었다’ 도박 파문에도 쏟아진 응원가, 논란 속 복귀→울컥하다...","나승엽, 고승민이 지난 이틀처럼만 활약한다면 롯데의 중위궈 도약은 꿈이 아닌 현실이 될 수 있다. 나승엽은 “징계 기간 동안 롯데 경기를 보면서 기분이 묘했다. 팀이 상승세를 못 탔는데 그냥 이기기만을 바랐다”...",www.osen.co.kr,2026-05-07T07:19:00,고승민,INJURY_ROSTER,,1.0,,고승민;나승엽,True,롯데가 KT를 상대로 8-1로 승리하며 중위권 도약 가능성을 보였다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2818,"첫 홈런에도 웃지 않았다, 울컥한 롯데 천재타자 ""응원가 안 불러주실 ...","""안 불러주실 것 같았는데…"" 롯데 자이언츠 나승엽은 6일 수원 KT위즈파크에서 열린 2026 신한은행 SOL Bank... 나승엽을 비롯해 고승민, 김동혁, 김세민이 대만 사행성 오락실을 이용한 사실이 드러난 것. 이에 나승엽은...",www.spotvnews.co.kr,2026-05-07T06:30:00,고승민,MATCH_RELATED,INTERVIEW,0.9,,고승민;김세민;나승엽,True,나승엽이 첫 홈런을 기록했지만 응원가가 불려지지 않아 아쉬움을 표했다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2819,"KIA 새 영입 '초대박' 터졌다! 데뷔 후 3안타가 전부 홈런이라니 ""한국서...",바로 KIA 타이거즈가 대체 외국인 타자로 새롭게 영입한 아데를린 로드리게스(35)다. KIA는 6일 광주-KIA... 타이거즈 구단 역사상 2번째 데뷔 첫 타석 홈런 기록(1호 황정립 2012년 9월 14일 무등 롯데 DH 2차전)을 세운...,www.starnewskorea.com,2026-05-07T06:29:00,로드리게스,TRANSACTION_CONTRACT,,1.0,,로드리게스,True,KIA의 새 외국인 타자 로드리게스가 데뷔 후 홈런을 기록했다.,,neutral,,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2820,"3G 연속 QS...인성 좋고 열정 가득한 비슬리, 복덩이 외국인 투수 얻은 ...","롯데 타선은 3회 초 고승민이 역전 2타점 2루타, 6회 나승엽의 투런포 포함 7안타를 몰아치며 비슬리에게 득점을 지원했다. 불펜진이 깔끔하게 7~9회를 막아내며 리드를 지켰고, 비슬리는 승리 투수가 됐다. 지난달 24일...",isplus.com,2026-05-07T06:08:00,고승민,MATCH_RELATED,,0.9,,고승민;나승엽;비슬리,True,비슬리가 승리 투수가 되며 롯데의 타선이 지원했다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2821,"“좀 뛰면 와야지” 공격첨병 기다리는 김태형 롯데 감독, 복귀 시동 건...",“좀 더 뛰다 이상 없으면 바로 와야죠.” 김태형 롯데 자이언츠 감독(59)은 6일 수원 KT 위즈전을 앞두고... 그는 부상 전까지 외국인 타자 빅터 레이예스(타율 0.351)과 타선을 쌍끌이 하고 있었다. 김 감독은 손호영으로...,sports.donga.com,2026-05-07T05:48:00,레이예스,INJURY_ROSTER,,1.0,,레이예스,True,김태형 감독이 부상 복귀를 기다리며 선수들의 상태를 점검하고 있다.,레이예스,neutral,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2822,'충격' 담배꽁초 하나가 재앙 될 뻔 했다…검은 연기에 휩싸인 롯데-KT전...,KT 투수 주권이 롯데 4번타자 나승엽을 상대하던 도중 볼카운트 1B-1S에서 돌연 경기장이 검은 연기로 뒤덮이는 초유의 상황이 벌어졌다. 1루 외야 방면에서 발생한 연기가 바람을 타고 빠르게 그라운드 쪽으로 들어오며...,www.osen.co.kr,2026-05-07T05:32:00,나승엽,MATCH_RELATED,,0.9,,나승엽,True,경기 중 검은 연기가 발생해 롯데의 나승엽이 영향을 받았다.,나승엽,positive,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2823,"'타이어보다 못한 뚱녀' 막말 최충연, KBO 제재 받는다…""가볍게 못 넘겨...","올 시즌 선수들의 일탈행위로 물의를 빚고 있는 롯데 자이언츠는 지난 2월 대만 스프링캠프 기간 사행성 오락실에 출입한 게 드러나 30경기 출장 정지 징계를 받았던 나승엽, 고승민, 김세민이 5일 징계 해제로 경기에...",www.news1.kr,2026-05-07T05:20:00,고승민,INJURY_ROSTER,,0.9,,고승민;김세민;나승엽,True,롯데 선수들이 징계 해제로 경기에 복귀하며 팀에 긍정적인 영향을 미쳤다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2824,플랜A는 잊어라… 플랜B가 일낸다,롯데 자이언츠는 김원중③이 부진해 최준용⑦을 마무리로 돌렸는데 5세이브를 거두며 안정감을 찾았다. KIA도 부진한 정해영을 2군으로 내린 사이 성영탁이 평균자책점 0.57로 엄청난 활약을 보여줬다. 키움도 김재웅④...,www.seoul.co.kr,2026-05-07T05:05:00,김원중,PERFORMANCE_ANALYSIS,,0.9,,김원중;최준용,True,롯데가 마무리 투수를 변경하며 안정감을 찾았다.,김원중,positive,negative,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2825,"최고 155km 던지는데 직구 RPM 2600, 韓 최고 수준…롯데에 '역대급' 외인...","하지만 롯데 자이언츠 '158km 에이스' 제레미 비슬리는 동요하지 않았다. 그리고 최고의 결과를 만들어냈다.... 그래도 비슬리는 흔들리지 않고, 후속타자에게 2루수 땅볼을 유도했는데, 이때는 고승민이 포구 실책을...",www.spotvnews.co.kr,2026-05-07T04:42:00,고승민,PERFORMANCE_ANALYSIS,,0.9,,고승민;비슬리,True,롯데가 KT를 상대로 8-1로 승리하며 고승민이 결승타를 기록했다.,고승민,positive,negative,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2826,"홈런 치고도 ""롯데팬들에게 죄송합니다""…나승엽, 다시 들은 응원가에 ...","나승엽은 롯데가 2-1로 살얼음판 리드를 지키고 있던 6회초 무사 1루에서 KT 에이스 케일럽 보쉴리를 상대로 2점 홈런을 작렬, 스코어를 4-1로 만들었다. 몸쪽 낮은 코스로 잘 떨어진 커브를 완벽한 스윙으로 걷어 올려...",www.xportsnews.com,2026-05-07T04:20:00,나승엽,ETC,,,gpt_missing_index,나승엽,True,나승엽이 KT를 상대로 2점 홈런을 기록하며 팀 승리에 기여했다.,나승엽,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2827,"몰상식한 흡연자가 버린 담배꽁초, 1만2531명 팬들 큰 피해봤다…인명피...",롯데는 6-1로 앞선 7회초 선두타자 빅터 레이예스가 2루타를 치고 나가면서 추가 득점 기회를 잡았다. 타석에는 6회초 2점 홈런을 터뜨렸던 나승엽이 들어서면서 경기장 안 열기가 한층 고조됐다. 그러나 KT 투수 주권이...,www.xportsnews.com,2026-05-07T03:25:00,나승엽,ETC,,,gpt_missing_index,나승엽;레이예스,True,나승엽이 6회초 2점 홈런을 쳐 롯데의 리드를 확장했다.,나승엽,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2828,롯데 도박 징계 해제 효과 엄청나다! 나승엽-고승민 미친 활약→미소 되...,"도박 징계에서 돌아온 고승민, 나승엽이 공격을 이끌었다. 롯데 김태형 감독은 경기 후 “선발 비슬리가 6이닝 1실점으로 좋은 투구를 해주며 승리의 발판을 마련할 수 있었다. 이어 나온 중간투수들과 오랜만에 1군...",www.osen.co.kr,2026-05-07T02:43:00,고승민,ETC,,,gpt_missing_index,고승민;나승엽;비슬리,True,고승민과 나승엽이 도박 징계에서 복귀 후 활약을 펼쳤다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2829,"롯데 역사에 단 1명뿐인 투수, 부활 청신호 켰다…구승민 무실점에 담긴...","2020년대 롯데 불펜 필승조는 구승민을 빼놓고는 설명이 불가능하다. 구승민은 2020~2021시즌 20홀드, 2022시즌 26홀드, 2023시즌 22홀드를 따내며 KBO 역대 두 번째 4년 연속 20홀드 이상을 기록하는 기염을 토했다. 또...",www.xportsnews.com,2026-05-07T02:38:00,구승민,ETC,,,gpt_missing_index,구승민,True,구승민이 롯데 불펜에서 중요한 역할을 하고 있다.,구승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2830,'화재로 23분간 중단 후' 나승엽은 첫 공을 노려 쳤다→쐐기 적시타 '승...,"6-1로 앞선 롯데 자이언츠의 공격 무사 2루, 나승엽을 상대로 KT 위즈 투수 주권이 볼카운트 1-1에서 3구째를 던지기 직전이었다. 오른쪽 외야 인근에서 갑자기 연기가 유입됐다. 야구장 인근 쓰레기장에서 화재가 발생한...",www.starnewskorea.com,2026-05-07T02:09:00,나승엽,ETC,,,gpt_missing_index,나승엽,True,나승엽이 화재로 중단된 경기에서 쐐기 적시타를 기록했다.,나승엽,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2831,"'러브캐처' 김지연, 정철원과 이혼 소송 승소? 근황 들어보니…""잘되고...",지난 2018년 엠넷 연애 예능 '러브 캐처'에 출연해 화제를 모았던 김지연은 롯데 자이언츠 소속 야구선수 정철원과 혼전임신 후 지난 2024년 아들을 출산했다. 두 사람은 지난해 12월 결혼식을 올렸으나 결혼생활 약 한 달...,www.topstarnews.net,2026-05-07T01:24:00,정철원,ETC,,,gpt_missing_index,정철원,True,정철원의 개인적인 소식이 전해졌다.,정철원,neutral,neutral,False,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2832,"김태형 감독 ""타선이 안정 찾고 있다"" 만족, '복귀' 나승엽-고승민 5타점...",이날 롯데는 1~6번 장두성 고승민 레이예스 나승엽 전준우 윤동희와 8번 전민재 등 무려 7명의 타자가 2안타씩을 때리는 등 장단 16안타를 폭발했다. 그 중에서도 승리의 주역은 전날(5일) 징계에서 복귀한 나승엽(24)과...,www.starnewskorea.com,2026-05-07T01:17:00,고승민,INJURY_ROSTER,,1.0,,고승민;나승엽;레이예스;윤동희;장두성;전민재;전준우,True,김태형 감독이 타선의 안정성을 높이 평가했다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2833,"""담배꽁초 발견"" 수원구장 화재 사건 원인이었나…'천만다행' 인명피해...","롯데가 6-1로 앞선 7회초 선두타자 빅터 레이예스가 KT의 바뀐 투수 주권을 상대로 좌익 선상에 2루타를 쳐 득점권 찬스를 잡았다. 그리고 이어지는 1사 2루에서 나승엽이 타석에 들어섰는데, 이때 갑작스럽게 KT위즈파크...",www.spotvnews.co.kr,2026-05-07T01:06:00,나승엽,ETC,,,gpt_missing_index,나승엽;레이예스,True,롯데가 KT를 상대로 8-1로 승리하며 좋은 흐름을 이어갔다.,나승엽,positive,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2834,마무리 잔혹사 비껴갔다 ‘박영현 성공시대’,롯데 김원중은 비시즌 동안 교통사고를 당한 여파로 시즌 개막 후에도 컨디션이 올라오지 않아 최준용에게 이 자리를 내줬다. 한화 김서현은 11경기 1세이브 평균자책 9.00으로 부진해 결국 지난달 27일 2군행을...,sports.khan.co.kr,2026-05-07T01:01:00,김원중,ETC,,,gpt_missing_index,김원중;최준용,True,김원중이 부상으로 인해 시즌 초반 부진을 겪고 있다.,김원중,negative,negative,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2835,[오늘의 경기] 2026년 5월 7일,프로야구 한화(정우주)-KIA(양현종·광주·SBS스포츠) 롯데(박세웅)-KT(고영표·수원·KBSN) NC(테일러)-SSG(타케다·인천·SPOTV2) 두산(최민석)-LG(톨허스트·잠실·MBC스포츠+) 키움(박정훈)-삼성(원태인·대구·SPOTV...,www.chosun.com,2026-05-07T00:43:00,박세웅,MATCH_RELATED,,0.9,,박세웅,True,롯데가 KT와의 경기를 치르며 시즌을 이어간다.,박세웅,neutral,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2836,"'나승엽 홈런 포함 3타점' 롯데, 선두 KT 꺾고 완승","경기는 초반 KT가 롯데의 실책을 틈타 선취점을 뽑으며 앞서갔으나, 롯데가 3회초 고승민의 2타점 역전 적시타로 흐름을 뒤집었다. 이후 6회초 나승엽의 투런포와 박승욱, 전민재의 연속 적시타가 터지며 6-1까지...",www.gukjenews.com,2026-05-07T00:30:00,고승민,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,고승민;나승엽;박승욱;전민재,True,롯데가 KT를 꺾고 완승을 거두며 상승세를 이어갔다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2837,"'죄는 미워도 사람은 미워하지 말자' 속죄포 날린 나승엽, 돌아온 고승...","이어 최원준의 강습 타구를 롯데 2루수 고승민이 빠뜨리는 실책으로 선취점을 내줬다. 롯데는 3회 전민재, 장두성 연속 안타로 만든 1사 1, 2루에서 고승민이 주자를 정리하는 역전 2타점 적시 2루타를 날리며 분위기를...",www.sportschosun.com,2026-05-07T00:30:00,고승민,MATCH_RELATED,PERFORMANCE_ANALYSIS,0.9,,고승민;나승엽;장두성;전민재,True,고승민이 역전 적시타로 팀의 분위기를 끌어올렸다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2838,[IS 포커스] 여전히 차가운 시선...롯데 탕아들의 맹타 릴레이→공력력...,"고승민은 롯데가 0-1로 지고 있었던 3회 초 1사 1·2루에서 KT 선발 투수 케일업 보쉴리를 상대로 좌중간을 가르는 2루타를 치며 주자 2명을 모두 홈으로 불러들렸다. 나승엽은 2-1, 1점 차 불안한 리드가 이어지고 있었던...",isplus.com,2026-05-07T00:10:00,고승민,PERFORMANCE_ANALYSIS,,0.9,,고승민;나승엽,True,고승민이 중요한 순간에 2루타를 기록하며 팀을 이끌었다.,고승민,positive,positive,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
2839,"""담배꽁초가 발견됐다"" 수원 롯데-KT전 화재 사건의 전말…구단 빠른 대...",롯데와 KT는 6일 수원 KT 위즈파크에서 시즌 5차전 맞대결을 치렀다. 무사 2루에서 주권과 나승엽의 맞대결. 갑자기 1루 방면 외부에서 대량의 연기가 유입됐다. 코를 찌르는 탄내도 야구장을 가득 채웠다. KT 관계자에...,www.mydaily.co.kr,2026-05-07T00:06:00,나승엽,ETC,,0.9,,나승엽,True,수원에서 롯데-KT전 중 화재 사건이 발생했다.,나승엽,neutral,neutral,True,"롯데 vs KT (원정) 8-1 승 | 결승타: 고승민(3회) | 홈런: 나승엽1호 | 타자 키플레이어: 고승민(롯데), 김민혁(KT), 나승엽(롯데) | 투수 키플레이어: 비슬리(롯데), 현도훈(롯데), 박정민(롯데)"
